Time,Airport,Altamount,Vashi,Virar,Malls
4,12.2,8.5,22.1,70.3,2
7,12.2,8.5,22.1,70.3,2
8,12.2,8.5,22.1,70.3,2
9,12.2,8.5,22.1,70.3,2
10,12.2,8.5,22.1,70.3,2
12,12.2,8.5,22.1,70.3,2
13,12.2,8.5,22.1,70.3,2
14,12.2,8.5,22.1,70.3,2
15,12.2,8.5,22.1,70.3,2
16,12.2,8.5,22.1,70.3,2
17,12.2,8.5,22.1,70.3,2
18,12.2,8.5,22.1,70.3,2
19,12.2,8.5,22.1,70.3,2
20,12.2,8.5,22.1,70.3,2
21,12.2,8.5,22.1,70.3,2
22,12.2,8.5,22.1,70.3,2
24,12.2,8.5,22.1,70.3,2
25,12.2,8.5,22.1,70.3,2
26,12.2,8.5,22.1,70.3,2
0,9.7,8.8,22.1,67.8,2
1,9.7,8.8,22.1,67.8,2
2,9.7,8.8,22.1,67.8,2
3,9.7,8.8,22.1,67.8,2
4,9.7,8.8,22.1,67.8,2
5,9.7,8.8,22.1,67.8,2
6,9.7,8.8,22.1,67.8,2
7,9.7,8.8,22.1,67.8,2
8,9.7,8.8,22.1,67.8,2
9,9.7,8.8,22.1,67.8,2
10,9.7,8.8,22.1,67.8,2
11,9.7,8.8,22.1,67.8,2
12,9.7,8.8,22.1,67.8,2
13,9.7,8.8,22.1,67.8,2
14,9.7,8.8,22.1,67.8,2
15,9.7,8.8,22.1,67.8,2
16,9.7,8.8,22.1,67.8,2
17,9.7,8.8,22.1,67.8,2
18,9.7,8.8,22.1,67.8,2
19,9.7,8.8,22.1,67.8,2
20,9.7,8.8,22.1,67.8,2
21,9.7,8.8,22.1,67.8,2
22,9.7,8.8,22.1,67.8,2
23,9.7,8.8,22.1,67.8,2
24,9.7,8.8,22.1,67.8,2
25,9.7,8.8,22.1,67.8,2
26,9.7,8.8,22.1,67.8,2
0,13,7.2,24,72.3,3
1,13,7.2,24,72.3,3
2,13,7.2,24,72.3,3
4,13,7.2,24,72.3,3
5,13,7.2,24,72.3,3
6,13,7.2,24,72.3,3
7,13,7.2,24,72.3,3
8,13,7.2,24,72.3,3
9,13,7.2,24,72.3,3
10,13,7.2,24,72.3,3
11,13,7.2,24,72.3,3
12,13,7.2,24,72.3,3
13,13,7.2,24,72.3,3
14,13,7.2,24,72.3,3
15,13,7.2,24,72.3,3
16,13,7.2,24,72.3,3
17,13,7.2,24,72.3,3
18,13,7.2,24,72.3,3
19,13,7.2,24,72.3,3
20,13,7.2,24,72.3,3
21,13,7.2,24,72.3,3
22,13,7.2,24,72.3,3
23,13,7.2,24,72.3,3
25,13,7.2,24,72.3,3
3,16.8,3.3,31.9,73.9,3
4,16.8,3.3,31.9,73.9,3
5,16.8,3.3,31.9,73.9,3
6,16.8,3.3,31.9,73.9,3
7,16.8,3.3,31.9,73.9,3
8,16.8,3.3,31.9,73.9,3
9,16.8,3.3,31.9,73.9,3
10,16.8,3.3,31.9,73.9,3
11,16.8,3.3,31.9,73.9,3
12,16.8,3.3,31.9,73.9,3
13,16.8,3.3,31.9,73.9,3
14,16.8,3.3,31.9,73.9,3
15,16.8,3.3,31.9,73.9,3
16,16.8,3.3,31.9,73.9,3
17,16.8,3.3,31.9,73.9,3
18,16.8,3.3,31.9,73.9,3
19,16.8,3.3,31.9,73.9,3
20,16.8,3.3,31.9,73.9,3
21,16.8,3.3,31.9,73.9,3
22,16.8,3.3,31.9,73.9,3
23,16.8,3.3,31.9,73.9,3
24,16.8,3.3,31.9,73.9,3
25,16.8,3.3,31.9,73.9,3
26,16.8,3.3,31.9,73.9,3
10,20,2.3,30.5,78.1,1
13,20,2.3,30.5,78.1,1
15,20,2.3,30.5,78.1,1
16,20,2.3,30.5,78.1,1
17,20,2.3,30.5,78.1,1
18,20,2.3,30.5,78.1,1
19,20,2.3,30.5,78.1,1
20,20,2.3,30.5,78.1,1
21,20,2.3,30.5,78.1,1
22,20,2.3,30.5,78.1,1
23,20,2.3,30.5,78.1,1
24,20,2.3,30.5,78.1,1
25,20,2.3,30.5,78.1,1
26,20,2.3,30.5,78.1,1
8,9.6,12.4,19.4,67.7,1
11,9.6,12.4,19.4,67.7,1
12,9.6,12.4,19.4,67.7,1
13,9.6,12.4,19.4,67.7,1
14,9.6,12.4,19.4,67.7,1
15,9.6,12.4,19.4,67.7,1
16,9.6,12.4,19.4,67.7,1
17,9.6,12.4,19.4,67.7,1
18,9.6,12.4,19.4,67.7,1
19,9.6,12.4,19.4,67.7,1
20,9.6,12.4,19.4,67.7,1
21,9.6,12.4,19.4,67.7,1
22,9.6,12.4,19.4,67.7,1
23,9.6,12.4,19.4,67.7,1
24,9.6,12.4,19.4,67.7,1
25,9.6,12.4,19.4,67.7,1
26,9.6,12.4,19.4,67.7,1
25,9.6,12.4,19.4,67.7,0
23,9.6,12.4,19.4,67.7,1
24,9.6,12.4,19.4,67.7,1
0,19.4,1.9,30.1,77.5,1
1,19.4,1.9,30.1,77.5,1
4,19.4,1.9,30.1,77.5,1
5,19.4,1.9,30.1,77.5,1
6,19.4,1.9,30.1,77.5,1
7,19.4,1.9,30.1,77.5,1
8,19.4,1.9,30.1,77.5,1
9,19.4,1.9,30.1,77.5,1
10,19.4,1.9,30.1,77.5,1
11,19.4,1.9,30.1,77.5,1
12,19.4,1.9,30.1,77.5,1
13,19.4,1.9,30.1,77.5,1
14,19.4,1.9,30.1,77.5,1
15,19.4,1.9,30.1,77.5,1
16,19.4,1.9,30.1,77.5,1
17,19.4,1.9,30.1,77.5,1
18,19.4,1.9,30.1,77.5,1
19,19.4,1.9,30.1,77.5,1
20,19.4,1.9,30.1,77.5,1
21,19.4,1.9,30.1,77.5,1
22,19.4,1.9,30.1,77.5,1
24,19.4,1.9,30.1,77.5,1
25,19.4,1.9,30.1,77.5,1
26,19.4,1.9,30.1,77.5,1
1,13,7.2,24,72.3,2
2,13,7.2,24,72.3,2
3,13,7.2,24,72.3,2
4,13,7.2,24,72.3,2
5,13,7.2,24,72.3,2
6,13,7.2,24,72.3,2
7,13,7.2,24,72.3,2
8,13,7.2,24,72.3,2
9,13,7.2,24,72.3,2
10,13,7.2,24,72.3,2
11,13,7.2,24,72.3,2
12,13,7.2,24,72.3,2
13,13,7.2,24,72.3,2
14,13,7.2,24,72.3,2
15,13,7.2,24,72.3,2
16,13,7.2,24,72.3,2
17,13,7.2,24,72.3,2
18,13,7.2,24,72.3,2
19,13,7.2,24,72.3,2
26,13,7.2,24,72.3,2
22,13.3,8.9,21.2,71.5,0
24,13.3,8.9,21.2,71.5,0
25,13.3,8.9,21.2,71.5,0
26,13.3,8.9,21.2,71.5,0
6,19.1,0.5,29.6,77.3,0
9,19.1,0.5,29.6,77.3,0
12,19.1,0.5,29.6,77.3,0
13,19.1,0.5,29.6,77.3,0
14,19.1,0.5,29.6,77.3,0
15,19.1,0.5,29.6,77.3,0
16,19.1,0.5,29.6,77.3,0
17,19.1,0.5,29.6,77.3,0
18,19.1,0.5,29.6,77.3,0
19,19.1,0.5,29.6,77.3,0
20,19.1,0.5,29.6,77.3,0
21,19.1,0.5,29.6,77.3,0
22,19.1,0.5,29.6,77.3,0
23,19.1,0.5,29.6,77.3,0
25,19.1,0.5,29.6,77.3,0
26,19.1,0.5,29.6,77.3,0
0,11,7.4,24.2,69.2,0
1,11,7.4,24.2,69.2,0
2,11,7.4,24.2,69.2,0
3,11,7.4,24.2,69.2,0
4,11,7.4,24.2,69.2,0
5,11,7.4,24.2,69.2,0
6,11,7.4,24.2,69.2,0
7,11,7.4,24.2,69.2,0
8,11,7.4,24.2,69.2,0
9,11,7.4,24.2,69.2,0
10,11,7.4,24.2,69.2,0
11,11,7.4,24.2,69.2,0
12,11,7.4,24.2,69.2,0
13,11,7.4,24.2,69.2,0
14,11,7.4,24.2,69.2,0
15,11,7.4,24.2,69.2,0
16,11,7.4,24.2,69.2,0
17,11,7.4,24.2,69.2,0
18,11,7.4,24.2,69.2,0
19,11,7.4,24.2,69.2,0
20,11,7.4,24.2,69.2,0
21,11,7.4,24.2,69.2,0
22,11,7.4,24.2,69.2,0
23,11,7.4,24.2,69.2,0
24,11,7.4,24.2,69.2,0
25,11,7.4,24.2,69.2,0
26,11,7.4,24.2,69.2,0
16,9,9.2,21.4,67.1,0
17,9,9.2,21.4,67.1,0
19,9,9.2,21.4,67.1,0
20,9,9.2,21.4,67.1,0
22,9,9.2,21.4,67.1,0
23,9,9.2,21.4,67.1,0
24,9,9.2,21.4,67.1,0
26,9,9.2,21.4,67.1,0
23,15.4,5.5,26.5,73.5,2
24,15.4,5.5,26.5,73.5,2
25,15.4,5.5,26.5,73.5,2
26,15.4,5.5,26.5,73.5,2
0,14.8,5.6,25.9,73,2
1,14.8,5.6,25.9,73,2
2,14.8,5.6,25.9,73,2
3,14.8,5.6,25.9,73,2
4,14.8,5.6,25.9,73,2
5,14.8,5.6,25.9,73,2
6,14.8,5.6,25.9,73,2
7,14.8,5.6,25.9,73,2
8,14.8,5.6,25.9,73,2
9,14.8,5.6,25.9,73,2
10,14.8,5.6,25.9,73,2
11,14.8,5.6,25.9,73,2
12,14.8,5.6,25.9,73,2
13,14.8,5.6,25.9,73,2
14,14.8,5.6,25.9,73,2
15,14.8,5.6,25.9,73,2
16,14.8,5.6,25.9,73,2
17,14.8,5.6,25.9,73,2
18,14.8,5.6,25.9,73,2
19,14.8,5.6,25.9,73,2
20,14.8,5.6,25.9,73,2
21,14.8,5.6,25.9,73,2
22,14.8,5.6,25.9,73,2
23,14.8,5.6,25.9,73,2
24,14.8,5.6,25.9,73,2
25,14.8,5.6,25.9,73,2
26,14.8,5.6,25.9,73,2
0,7.8,14.4,23.3,63.9,2
1,7.8,14.4,23.3,63.9,2
2,7.8,14.4,23.3,63.9,2
6,7.8,14.4,23.3,63.9,2
7,7.8,14.4,23.3,63.9,2
8,7.8,14.4,23.3,63.9,2
10,7.8,14.4,23.3,63.9,2
11,7.8,14.4,23.3,63.9,2
12,7.8,14.4,23.3,63.9,2
13,7.8,14.4,23.3,63.9,2
14,7.8,14.4,23.3,63.9,2
15,7.8,14.4,23.3,63.9,2
16,7.8,14.4,23.3,63.9,2
17,7.8,14.4,23.3,63.9,2
18,7.8,14.4,23.3,63.9,2
19,7.8,14.4,23.3,63.9,2
20,7.8,14.4,23.3,63.9,2
22,7.8,14.4,23.3,63.9,2
0,7.8,14.4,23.3,63.9,2
1,7.8,14.4,23.3,63.9,2
2,7.8,14.4,23.3,63.9,2
3,7.8,14.4,23.3,63.9,2
4,7.8,14.4,23.3,63.9,2
5,7.8,14.4,23.3,63.9,2
6,7.8,14.4,23.3,63.9,2
7,7.8,14.4,23.3,63.9,2
8,7.8,14.4,23.3,63.9,2
9,7.8,14.4,23.3,63.9,2
10,7.8,14.4,23.3,63.9,2
11,7.8,14.4,23.3,63.9,2
12,7.8,14.4,23.3,63.9,2
13,7.8,14.4,23.3,63.9,2
14,7.8,14.4,23.3,63.9,2
15,7.8,14.4,23.3,63.9,2
16,7.8,14.4,23.3,63.9,2
17,7.8,14.4,23.3,63.9,2
18,7.8,14.4,23.3,63.9,2
19,7.8,14.4,23.3,63.9,2
20,7.8,14.4,23.3,63.9,2
21,7.8,14.4,23.3,63.9,2
22,7.8,14.4,23.3,63.9,2
23,7.8,14.4,23.3,63.9,2
24,7.8,14.4,23.3,63.9,2
25,7.8,14.4,23.3,63.9,2
26,7.8,14.4,23.3,63.9,2
24,6.5,16.9,17.3,66.9,1
26,6.5,16.9,17.3,66.9,1
24,8.7,26.5,37.6,48.4,2
25,8.7,26.5,37.6,48.4,2
26,8.7,26.5,37.6,48.4,2
0,4,22.8,27.2,60.1,1
1,4,22.8,27.2,60.1,1
2,4,22.8,27.2,60.1,1
3,4,22.8,27.2,60.1,1
4,4,22.8,27.2,60.1,1
5,4,22.8,27.2,60.1,1
6,4,22.8,27.2,60.1,1
7,4,22.8,27.2,60.1,1
8,4,22.8,27.2,60.1,1
9,4,22.8,27.2,60.1,1
10,4,22.8,27.2,60.1,1
11,4,22.8,27.2,60.1,1
12,4,22.8,27.2,60.1,1
13,4,22.8,27.2,60.1,1
14,4,22.8,27.2,60.1,1
15,4,22.8,27.2,60.1,1
16,4,22.8,27.2,60.1,1
17,4,22.8,27.2,60.1,1
18,4,22.8,27.2,60.1,1
19,4,22.8,27.2,60.1,1
20,4,22.8,27.2,60.1,1
21,4,22.8,27.2,60.1,1
22,4,22.8,27.2,60.1,1
24,4,22.8,27.2,60.1,1
25,4,22.8,27.2,60.1,1
26,4,22.8,27.2,60.1,1
21,4.7,23.5,27.4,59.3,1
23,4.7,23.5,27.4,59.3,1
24,4.7,23.5,27.4,59.3,1
26,4.7,23.5,27.4,59.3,1
24,4.7,23.5,27.4,59.3,2
3,5.4,18,17.3,63.5,2
4,5.4,18,17.3,63.5,2
6,5.4,18,17.3,63.5,2
8,5.4,18,17.3,63.5,2
9,5.4,18,17.3,63.5,2
13,5.4,18,17.3,63.5,2
16,5.4,18,17.3,63.5,2
17,5.4,18,17.3,63.5,2
18,5.4,18,17.3,63.5,2
19,5.4,18,17.3,63.5,2
20,5.4,18,17.3,63.5,2
21,5.4,18,17.3,63.5,2
22,5.4,18,17.3,63.5,2
23,5.4,18,17.3,63.5,2
24,5.4,18,17.3,63.5,2
25,5.4,18,17.3,63.5,2
26,5.4,18,17.3,63.5,2
0,4.2,15.4,22.3,62.9,1
1,4.2,15.4,22.3,62.9,1
2,4.2,15.4,22.3,62.9,1
3,4.2,15.4,22.3,62.9,1
4,4.2,15.4,22.3,62.9,1
5,4.2,15.4,22.3,62.9,1
6,4.2,15.4,22.3,62.9,1
7,4.2,15.4,22.3,62.9,1
8,4.2,15.4,22.3,62.9,1
9,4.2,15.4,22.3,62.9,1
10,4.2,15.4,22.3,62.9,1
11,4.2,15.4,22.3,62.9,1
12,4.2,15.4,22.3,62.9,1
13,4.2,15.4,22.3,62.9,1
14,4.2,15.4,22.3,62.9,1
15,4.2,15.4,22.3,62.9,1
16,4.2,15.4,22.3,62.9,1
17,4.2,15.4,22.3,62.9,1
18,4.2,15.4,22.3,62.9,1
19,4.2,15.4,22.3,62.9,1
20,4.2,15.4,22.3,62.9,1
21,4.2,15.4,22.3,62.9,1
22,4.2,15.4,22.3,62.9,1
23,4.2,15.4,22.3,62.9,1
24,4.2,15.4,22.3,62.9,1
25,4.2,15.4,22.3,62.9,1
26,4.2,15.4,22.3,62.9,1
19,4.2,15.4,22.3,62.9,1
20,4.2,15.4,22.3,62.9,1
21,4.2,15.4,22.3,62.9,1
22,4.2,15.4,22.3,62.9,1
23,4.2,15.4,22.3,62.9,1
24,4.2,15.4,22.3,62.9,1
25,4.2,15.4,22.3,62.9,1
26,4.2,15.4,22.3,62.9,1
1,8.7,9.5,21.3,66.9,1
3,8.7,9.5,21.3,66.9,1
4,8.7,9.5,21.3,66.9,1
5,8.7,9.5,21.3,66.9,1
6,8.7,9.5,21.3,66.9,1
7,8.7,9.5,21.3,66.9,1
8,8.7,9.5,21.3,66.9,1
9,8.7,9.5,21.3,66.9,1
10,8.7,9.5,21.3,66.9,1
11,8.7,9.5,21.3,66.9,1
12,8.7,9.5,21.3,66.9,1
13,8.7,9.5,21.3,66.9,1
14,8.7,9.5,21.3,66.9,1
15,8.7,9.5,21.3,66.9,1
16,8.7,9.5,21.3,66.9,1
17,8.7,9.5,21.3,66.9,1
18,8.7,9.5,21.3,66.9,1
19,8.7,9.5,21.3,66.9,1
20,8.7,9.5,21.3,66.9,1
21,8.7,9.5,21.3,66.9,1
22,8.7,9.5,21.3,66.9,1
23,8.7,9.5,21.3,66.9,1
24,8.7,9.5,21.3,66.9,1
25,8.7,9.5,21.3,66.9,1
26,8.7,9.5,21.3,66.9,1
5,6.2,15.1,27.3,69.2,0
6,6.2,15.1,27.3,69.2,0
7,6.2,15.1,27.3,69.2,0
8,6.2,15.1,27.3,69.2,0
10,6.2,15.1,27.3,69.2,0
16,6.2,15.1,27.3,69.2,0
17,6.2,15.1,27.3,69.2,0
18,6.2,15.1,27.3,69.2,0
19,6.2,15.1,27.3,69.2,0
21,6.2,15.1,27.3,69.2,0
22,6.2,15.1,27.3,69.2,0
23,6.2,15.1,27.3,69.2,0
24,6.2,15.1,27.3,69.2,0
25,6.2,15.1,27.3,69.2,0
26,6.2,15.1,27.3,69.2,0
0,3.7,17.8,18.8,61.8,2
1,3.7,17.8,18.8,61.8,2
2,3.7,17.8,18.8,61.8,2
3,3.7,17.8,18.8,61.8,2
4,3.7,17.8,18.8,61.8,2
5,3.7,17.8,18.8,61.8,2
6,3.7,17.8,18.8,61.8,2
7,3.7,17.8,18.8,61.8,2
8,3.7,17.8,18.8,61.8,2
9,3.7,17.8,18.8,61.8,2
10,3.7,17.8,18.8,61.8,2
11,3.7,17.8,18.8,61.8,2
12,3.7,17.8,18.8,61.8,2
13,3.7,17.8,18.8,61.8,2
14,3.7,17.8,18.8,61.8,2
15,3.7,17.8,18.8,61.8,2
16,3.7,17.8,18.8,61.8,2
17,3.7,17.8,18.8,61.8,2
18,3.7,17.8,18.8,61.8,2
19,3.7,17.8,18.8,61.8,2
20,3.7,17.8,18.8,61.8,2
21,3.7,17.8,18.8,61.8,2
22,3.7,17.8,18.8,61.8,2
23,3.7,17.8,18.8,61.8,2
24,3.7,17.8,18.8,61.8,2
26,3.7,17.8,18.8,61.8,2
0,2.7,16.5,22.8,60.9,2
1,2.7,16.5,22.8,60.9,2
2,2.7,16.5,22.8,60.9,2
3,2.7,16.5,22.8,60.9,2
4,2.7,16.5,22.8,60.9,2
5,2.7,16.5,22.8,60.9,2
6,2.7,16.5,22.8,60.9,2
7,2.7,16.5,22.8,60.9,2
8,2.7,16.5,22.8,60.9,2
9,2.7,16.5,22.8,60.9,2
10,2.7,16.5,22.8,60.9,2
11,2.7,16.5,22.8,60.9,2
12,2.7,16.5,22.8,60.9,2
13,2.7,16.5,22.8,60.9,2
14,2.7,16.5,22.8,60.9,2
15,2.7,16.5,22.8,60.9,2
16,2.7,16.5,22.8,60.9,2
17,2.7,16.5,22.8,60.9,2
18,2.7,16.5,22.8,60.9,2
19,2.7,16.5,22.8,60.9,2
20,2.7,16.5,22.8,60.9,2
22,2.7,16.5,22.8,60.9,2
23,2.7,16.5,22.8,60.9,2
24,2.7,16.5,22.8,60.9,2
25,2.7,16.5,22.8,60.9,2
26,2.7,16.5,22.8,60.9,2
18,2.9,17.2,19.4,61.1,1
19,2.9,17.2,19.4,61.1,1
20,2.9,17.2,19.4,61.1,1
21,2.9,17.2,19.4,61.1,1
22,2.9,17.2,19.4,61.1,1
23,2.9,17.2,19.4,61.1,1
24,2.9,17.2,19.4,61.1,1
25,2.9,17.2,19.4,61.1,1
26,2.9,17.2,19.4,61.1,1
0,9.4,19.3,22.7,58.5,1
1,9.4,19.3,22.7,58.5,1
2,9.4,19.3,22.7,58.5,1
3,9.4,19.3,22.7,58.5,1
5,9.4,19.3,22.7,58.5,1
6,9.4,19.3,22.7,58.5,1
11,9.4,19.3,22.7,58.5,1
12,9.4,19.3,22.7,58.5,1
13,9.4,19.3,22.7,58.5,1
14,9.4,19.3,22.7,58.5,1
15,9.4,19.3,22.7,58.5,1
16,9.4,19.3,22.7,58.5,1
17,9.4,19.3,22.7,58.5,1
18,9.4,19.3,22.7,58.5,1
19,9.4,19.3,22.7,58.5,1
20,9.4,19.3,22.7,58.5,1
21,9.4,19.3,22.7,58.5,1
22,9.4,19.3,22.7,58.5,1
23,9.4,19.3,22.7,58.5,1
24,9.4,19.3,22.7,58.5,1
25,9.4,19.3,22.7,58.5,1
26,9.4,19.3,22.7,58.5,1
8,4,22.8,26.3,58.1,1
11,4,22.8,26.3,58.1,1
14,4,22.8,26.3,58.1,1
16,4,22.8,26.3,58.1,1
18,4,22.8,26.3,58.1,1
19,4,22.8,26.3,58.1,1
21,4,22.8,26.3,58.1,1
22,4,22.8,26.3,58.1,1
23,4,22.8,26.3,58.1,1
24,4,22.8,26.3,58.1,1
25,4,22.8,26.3,58.1,1
26,4,22.8,26.3,58.1,1
21,41.3,56.2,28.6,69.5,0
22,41.3,56.2,28.6,69.5,0
23,41.3,56.2,28.6,69.5,0
24,41.3,56.2,28.6,69.5,0
25,41.3,56.2,28.6,69.5,0
26,41.3,56.2,28.6,69.5,0
7,44.5,62.7,28.8,81.3,3
9,44.5,62.7,28.8,81.3,3
10,44.5,62.7,28.8,81.3,3
11,44.5,62.7,28.8,81.3,3
12,44.5,62.7,28.8,81.3,3
13,44.5,62.7,28.8,81.3,3
14,44.5,62.7,28.8,81.3,3
15,44.5,62.7,28.8,81.3,3
16,44.5,62.7,28.8,81.3,3
17,44.5,62.7,28.8,81.3,3
18,44.5,62.7,28.8,81.3,3
19,44.5,62.7,28.8,81.3,3
20,44.5,62.7,28.8,81.3,3
21,44.5,62.7,28.8,81.3,3
22,44.5,62.7,28.8,81.3,3
23,44.5,62.7,28.8,81.3,3
24,44.5,62.7,28.8,81.3,3
25,44.5,62.7,28.8,81.3,3
26,44.5,62.7,28.8,81.3,3
22,47.6,62.5,32.3,75.9,4
23,47.6,62.5,32.3,75.9,4
26,47.6,62.5,32.3,75.9,4
14,70.3,85.2,67,73.1,0
15,70.3,85.2,67,73.1,0
16,70.3,85.2,67,73.1,0
17,70.3,85.2,67,73.1,0
18,70.3,85.2,67,73.1,0
19,70.3,85.2,67,73.1,0
20,70.3,85.2,67,73.1,0
21,70.3,85.2,67,73.1,0
22,70.3,85.2,67,73.1,0
23,70.3,85.2,67,73.1,0
24,70.3,85.2,67,73.1,0
25,70.3,85.2,67,73.1,0
26,70.3,85.2,67,73.1,0
0,52.7,67.7,33.8,86.4,0
3,52.7,67.7,33.8,86.4,0
4,52.7,67.7,33.8,86.4,0
5,52.7,67.7,33.8,86.4,0
6,52.7,67.7,33.8,86.4,0
7,52.7,67.7,33.8,86.4,0
8,52.7,67.7,33.8,86.4,0
9,52.7,67.7,33.8,86.4,0
10,52.7,67.7,33.8,86.4,0
11,52.7,67.7,33.8,86.4,0
12,52.7,67.7,33.8,86.4,0
13,52.7,67.7,33.8,86.4,0
14,52.7,67.7,33.8,86.4,0
15,52.7,67.7,33.8,86.4,0
16,52.7,67.7,33.8,86.4,0
17,52.7,67.7,33.8,86.4,0
18,52.7,67.7,33.8,86.4,0
19,52.7,67.7,33.8,86.4,0
20,52.7,67.7,33.8,86.4,0
21,52.7,67.7,33.8,86.4,0
22,52.7,67.7,33.8,86.4,0
23,52.7,67.7,33.8,86.4,0
24,52.7,67.7,33.8,86.4,0
25,52.7,67.7,33.8,86.4,0
26,52.7,67.7,33.8,86.4,0
19,52.7,67.7,33.8,86.4,1
20,52.7,67.7,33.8,86.4,1
21,52.7,67.7,33.8,86.4,1
22,52.7,67.7,33.8,86.4,1
23,52.7,67.7,33.8,86.4,1
24,52.7,67.7,33.8,86.4,1
25,52.7,67.7,33.8,86.4,1
26,52.7,67.7,33.8,86.4,1
19,52.7,67.7,33.8,86.4,0
20,52.7,67.7,33.8,86.4,0
21,52.7,67.7,33.8,86.4,0
22,52.7,67.7,33.8,86.4,0
23,52.7,67.7,33.8,86.4,0
24,52.7,67.7,33.8,86.4,0
25,52.7,67.7,33.8,86.4,0
26,52.7,67.7,33.8,86.4,0
26,51.8,67.4,33.5,86.1,0
15,34.9,49.8,28.6,46.4,4
16,34.9,49.8,28.6,46.4,4
17,34.9,49.8,28.6,46.4,4
18,34.9,49.8,28.6,46.4,4
19,34.9,49.8,28.6,46.4,4
20,34.9,49.8,28.6,46.4,4
23,34.9,49.8,28.6,46.4,4
0,39.1,54.7,20.8,73.4,4
1,39.1,54.7,20.8,73.4,4
2,39.1,54.7,20.8,73.4,4
3,39.1,54.7,20.8,73.4,4
4,39.1,54.7,20.8,73.4,4
5,39.1,54.7,20.8,73.4,4
6,39.1,54.7,20.8,73.4,4
7,39.1,54.7,20.8,73.4,4
8,39.1,54.7,20.8,73.4,4
9,39.1,54.7,20.8,73.4,4
10,39.1,54.7,20.8,73.4,4
11,39.1,54.7,20.8,73.4,4
12,39.1,54.7,20.8,73.4,4
13,39.1,54.7,20.8,73.4,4
14,39.1,54.7,20.8,73.4,4
15,39.1,54.7,20.8,73.4,4
16,39.1,54.7,20.8,73.4,4
17,39.1,54.7,20.8,73.4,4
18,39.1,54.7,20.8,73.4,4
19,39.1,54.7,20.8,73.4,4
20,39.1,54.7,20.8,73.4,4
21,39.1,54.7,20.8,73.4,4
22,39.1,54.7,20.8,73.4,4
23,39.1,54.7,20.8,73.4,4
24,39.1,54.7,20.8,73.4,4
25,39.1,54.7,20.8,73.4,4
26,39.1,54.7,20.8,73.4,4
0,34.5,58.2,24.3,76.9,3
1,34.5,58.2,24.3,76.9,3
2,34.5,58.2,24.3,76.9,3
3,34.5,58.2,24.3,76.9,3
4,34.5,58.2,24.3,76.9,3
5,34.5,58.2,24.3,76.9,3
6,34.5,58.2,24.3,76.9,3
7,34.5,58.2,24.3,76.9,3
8,34.5,58.2,24.3,76.9,3
9,34.5,58.2,24.3,76.9,3
10,34.5,58.2,24.3,76.9,3
11,34.5,58.2,24.3,76.9,3
12,34.5,58.2,24.3,76.9,3
13,34.5,58.2,24.3,76.9,3
14,34.5,58.2,24.3,76.9,3
15,34.5,58.2,24.3,76.9,3
16,34.5,58.2,24.3,76.9,3
17,34.5,58.2,24.3,76.9,3
18,34.5,58.2,24.3,76.9,3
19,34.5,58.2,24.3,76.9,3
20,34.5,58.2,24.3,76.9,3
21,34.5,58.2,24.3,76.9,3
22,34.5,58.2,24.3,76.9,3
23,34.5,58.2,24.3,76.9,3
24,34.5,58.2,24.3,76.9,3
25,34.5,58.2,24.3,76.9,3
26,34.5,58.2,24.3,76.9,3
25,41.9,56.8,28.1,70.2,0
26,41.9,56.8,28.1,70.2,0
16,25.7,40.6,18.2,54,0
17,25.7,40.6,18.2,54,0
18,25.7,40.6,18.2,54,0
19,25.7,40.6,18.2,54,0
20,25.7,40.6,18.2,54,0
