Time,Airport,Altamount,Vashi,Virar,Malls
25,14.5,33.3,36.7,45.4,4
26,14.5,33.3,36.7,45.4,4
0,15,33.8,37.2,49.2,2
1,15,33.8,37.2,49.2,2
2,15,33.8,37.2,49.2,2
3,15,33.8,37.2,49.2,2
4,15,33.8,37.2,49.2,2
5,15,33.8,37.2,49.2,2
6,15,33.8,37.2,49.2,2
7,15,33.8,37.2,49.2,2
8,15,33.8,37.2,49.2,2
9,15,33.8,37.2,49.2,2
10,15,33.8,37.2,49.2,2
11,15,33.8,37.2,49.2,2
12,15,33.8,37.2,49.2,2
13,15,33.8,37.2,49.2,2
14,15,33.8,37.2,49.2,2
15,15,33.8,37.2,49.2,2
16,15,33.8,37.2,49.2,2
17,15,33.8,37.2,49.2,2
18,15,33.8,37.2,49.2,2
19,15,33.8,37.2,49.2,2
20,15,33.8,37.2,49.2,2
21,15,33.8,37.2,49.2,2
22,15,33.8,37.2,49.2,2
23,15,33.8,37.2,49.2,2
24,15,33.8,37.2,49.2,2
25,15,33.8,37.2,49.2,2
26,15,33.8,37.2,49.2,2
1,9.2,28,31.4,57.2,1
2,9.2,28,31.4,57.2,1
3,9.2,28,31.4,57.2,1
4,9.2,28,31.4,57.2,1
5,9.2,28,31.4,57.2,1
6,9.2,28,31.4,57.2,1
7,9.2,28,31.4,57.2,1
8,9.2,28,31.4,57.2,1
9,9.2,28,31.4,57.2,1
10,9.2,28,31.4,57.2,1
11,9.2,28,31.4,57.2,1
12,9.2,28,31.4,57.2,1
13,9.2,28,31.4,57.2,1
14,9.2,28,31.4,57.2,1
15,9.2,28,31.4,57.2,1
16,9.2,28,31.4,57.2,1
17,9.2,28,31.4,57.2,1
18,9.2,28,31.4,57.2,1
19,9.2,28,31.4,57.2,1
20,9.2,28,31.4,57.2,1
21,9.2,28,31.4,57.2,1
22,9.2,28,31.4,57.2,1
23,9.2,28,31.4,57.2,1
24,9.2,28,31.4,57.2,1
26,9.2,28,31.4,57.2,1
20,13.9,32.6,36.1,48.3,1
21,13.9,32.6,36.1,48.3,1
22,13.9,32.6,36.1,48.3,1
23,13.9,32.6,36.1,48.3,1
24,13.9,32.6,36.1,48.3,1
25,13.9,32.6,36.1,48.3,1
26,13.9,32.6,36.1,48.3,1
4,13,31.8,35.2,48.9,1
5,13,31.8,35.2,48.9,1
6,13,31.8,35.2,48.9,1
7,13,31.8,35.2,48.9,1
8,13,31.8,35.2,48.9,1
9,13,31.8,35.2,48.9,1
10,13,31.8,35.2,48.9,1
11,13,31.8,35.2,48.9,1
13,13,31.8,35.2,48.9,1
14,13,31.8,35.2,48.9,1
15,13,31.8,35.2,48.9,1
16,13,31.8,35.2,48.9,1
17,13,31.8,35.2,48.9,1
18,13,31.8,35.2,48.9,1
19,13,31.8,35.2,48.9,1
20,13,31.8,35.2,48.9,1
21,13,31.8,35.2,48.9,1
22,13,31.8,35.2,48.9,1
23,13,31.8,35.2,48.9,1
24,13,31.8,35.2,48.9,1
25,13,31.8,35.2,48.9,1
26,13,31.8,35.2,48.9,1
0,11.5,30.3,33.7,49.2,3
1,11.5,30.3,33.7,49.2,3
2,11.5,30.3,33.7,49.2,3
3,11.5,30.3,33.7,49.2,3
4,11.5,30.3,33.7,49.2,3
5,11.5,30.3,33.7,49.2,3
6,11.5,30.3,33.7,49.2,3
7,11.5,30.3,33.7,49.2,3
8,11.5,30.3,33.7,49.2,3
9,11.5,30.3,33.7,49.2,3
10,11.5,30.3,33.7,49.2,3
11,11.5,30.3,33.7,49.2,3
12,11.5,30.3,33.7,49.2,3
13,11.5,30.3,33.7,49.2,3
14,11.5,30.3,33.7,49.2,3
15,11.5,30.3,33.7,49.2,3
16,11.5,30.3,33.7,49.2,3
17,11.5,30.3,33.7,49.2,3
18,11.5,30.3,33.7,49.2,3
19,11.5,30.3,33.7,49.2,3
20,11.5,30.3,33.7,49.2,3
21,11.5,30.3,33.7,49.2,3
22,11.5,30.3,33.7,49.2,3
23,11.5,30.3,33.7,49.2,3
24,11.5,30.3,33.7,49.2,3
25,11.5,30.3,33.7,49.2,3
26,11.5,30.3,33.7,49.2,3
0,12.2,31,34.4,50.2,4
1,12.2,31,34.4,50.2,4
2,12.2,31,34.4,50.2,4
3,12.2,31,34.4,50.2,4
4,12.2,31,34.4,50.2,4
5,12.2,31,34.4,50.2,4
6,12.2,31,34.4,50.2,4
7,12.2,31,34.4,50.2,4
8,12.2,31,34.4,50.2,4
9,12.2,31,34.4,50.2,4
10,12.2,31,34.4,50.2,4
11,12.2,31,34.4,50.2,4
12,12.2,31,34.4,50.2,4
13,12.2,31,34.4,50.2,4
14,12.2,31,34.4,50.2,4
15,12.2,31,34.4,50.2,4
16,12.2,31,34.4,50.2,4
17,12.2,31,34.4,50.2,4
18,12.2,31,34.4,50.2,4
19,12.2,31,34.4,50.2,4
20,12.2,31,34.4,50.2,4
21,12.2,31,34.4,50.2,4
22,12.2,31,34.4,50.2,4
23,12.2,31,34.4,50.2,4
24,12.2,31,34.4,50.2,4
25,12.2,31,34.4,50.2,4
26,12.2,31,34.4,50.2,4
13,16.9,35.7,39.1,52.7,0
14,16.9,35.7,39.1,52.7,0
15,16.9,35.7,39.1,52.7,0
16,16.9,35.7,39.1,52.7,0
17,16.9,35.7,39.1,52.7,0
18,16.9,35.7,39.1,52.7,0
19,16.9,35.7,39.1,52.7,0
21,16.9,35.7,39.1,52.7,0
22,16.9,35.7,39.1,52.7,0
2,2.8,24.9,20.2,59.9,0
3,2.8,24.9,20.2,59.9,0
4,2.8,24.9,20.2,59.9,0
5,2.8,24.9,20.2,59.9,0
6,2.8,24.9,20.2,59.9,0
7,2.8,24.9,20.2,59.9,0
8,2.8,24.9,20.2,59.9,0
9,2.8,24.9,20.2,59.9,0
10,2.8,24.9,20.2,59.9,0
11,2.8,24.9,20.2,59.9,0
12,2.8,24.9,20.2,59.9,0
13,2.8,24.9,20.2,59.9,0
14,2.8,24.9,20.2,59.9,0
15,2.8,24.9,20.2,59.9,0
16,2.8,24.9,20.2,59.9,0
17,2.8,24.9,20.2,59.9,0
18,2.8,24.9,20.2,59.9,0
19,2.8,24.9,20.2,59.9,0
20,2.8,24.9,20.2,59.9,0
21,2.8,24.9,20.2,59.9,0
22,2.8,24.9,20.2,59.9,0
23,2.8,24.9,20.2,59.9,0
24,2.8,24.9,20.2,59.9,0
25,2.8,24.9,20.2,59.9,0
26,2.8,24.9,20.2,59.9,0
20,13,31.8,35.2,53.4,2
21,13,31.8,35.2,53.4,2
22,13,31.8,35.2,53.4,2
23,13,31.8,35.2,53.4,2
24,13,31.8,35.2,53.4,2
25,13,31.8,35.2,53.4,2
26,13,31.8,35.2,53.4,2
19,3.7,22.2,18.2,60.8,2
20,3.7,22.2,18.2,60.8,2
21,3.7,22.2,18.2,60.8,2
22,3.7,22.2,18.2,60.8,2
23,3.7,22.2,18.2,60.8,2
24,3.7,22.2,18.2,60.8,2
25,3.7,22.2,18.2,60.8,2
26,3.7,22.2,18.2,60.8,2
26,20.4,39.2,42.6,49.5,0
26,20,38.7,42.2,49.1,0
21,8.7,27.5,30.9,56.6,1
22,8.7,27.5,30.9,56.6,1
24,8.7,27.5,30.9,56.6,1
25,8.7,27.5,30.9,56.6,1
26,8.7,27.5,30.9,56.6,1
23,5,29.2,44.2,40.1,0
24,5,29.2,44.2,40.1,0
25,5,29.2,44.2,40.1,0
26,5,29.2,44.2,40.1,0
23,7.9,26.7,32.2,57.9,2
25,7.9,26.7,32.2,57.9,2
26,7.9,26.7,32.2,57.9,2
3,13.2,32,36.3,44.9,3
4,13.2,32,36.3,44.9,3
5,13.2,32,36.3,44.9,3
6,13.2,32,36.3,44.9,3
7,13.2,32,36.3,44.9,3
8,13.2,32,36.3,44.9,3
9,13.2,32,36.3,44.9,3
10,13.2,32,36.3,44.9,3
11,13.2,32,36.3,44.9,3
12,13.2,32,36.3,44.9,3
13,13.2,32,36.3,44.9,3
14,13.2,32,36.3,44.9,3
15,13.2,32,36.3,44.9,3
16,13.2,32,36.3,44.9,3
17,13.2,32,36.3,44.9,3
18,13.2,32,36.3,44.9,3
19,13.2,32,36.3,44.9,3
20,13.2,32,36.3,44.9,3
21,13.2,32,36.3,44.9,3
22,13.2,32,36.3,44.9,3
23,13.2,32,36.3,44.9,3
24,13.2,32,36.3,44.9,3
25,13.2,32,36.3,44.9,3
26,13.2,32,36.3,44.9,3
0,14.8,33.6,37,45.7,3
3,14.8,33.6,37,45.7,3
4,14.8,33.6,37,45.7,3
5,14.8,33.6,37,45.7,3
6,14.8,33.6,37,45.7,3
7,14.8,33.6,37,45.7,3
8,14.8,33.6,37,45.7,3
9,14.8,33.6,37,45.7,3
10,14.8,33.6,37,45.7,3
11,14.8,33.6,37,45.7,3
12,14.8,33.6,37,45.7,3
13,14.8,33.6,37,45.7,3
14,14.8,33.6,37,45.7,3
15,14.8,33.6,37,45.7,3
16,14.8,33.6,37,45.7,3
17,14.8,33.6,37,45.7,3
18,14.8,33.6,37,45.7,3
19,14.8,33.6,37,45.7,3
20,14.8,33.6,37,45.7,3
21,14.8,33.6,37,45.7,3
26,14.8,33.6,37,45.7,3
18,7.5,26.3,29.7,55.4,0
19,7.5,26.3,29.7,55.4,0
20,7.5,26.3,29.7,55.4,0
21,7.5,26.3,29.7,55.4,0
22,7.5,26.3,29.7,55.4,0
23,7.5,26.3,29.7,55.4,0
24,7.5,26.3,29.7,55.4,0
25,7.5,26.3,29.7,55.4,0
14,8.6,27.4,31.2,59.8,1
15,8.6,27.4,31.2,59.8,1
16,8.6,27.4,31.2,59.8,1
17,8.6,27.4,31.2,59.8,1
18,8.6,27.4,31.2,59.8,1
19,8.6,27.4,31.2,59.8,1
20,8.6,27.4,31.2,59.8,1
21,8.6,27.4,31.2,59.8,1
22,8.6,27.4,31.2,59.8,1
23,8.6,27.4,31.2,59.8,1
24,8.6,27.4,31.2,59.8,1
26,8.6,27.4,31.2,59.8,1
1,24.3,44.6,44.2,40.1,0
2,24.3,44.6,44.2,40.1,0
3,24.3,44.6,44.2,40.1,0
4,24.3,44.6,44.2,40.1,0
5,24.3,44.6,44.2,40.1,0
6,24.3,44.6,44.2,40.1,0
7,24.3,44.6,44.2,40.1,0
8,24.3,44.6,44.2,40.1,0
9,24.3,44.6,44.2,40.1,0
10,24.3,44.6,44.2,40.1,0
11,24.3,44.6,44.2,40.1,0
12,24.3,44.6,44.2,40.1,0
13,24.3,44.6,44.2,40.1,0
14,24.3,44.6,44.2,40.1,0
15,24.3,44.6,44.2,40.1,0
16,24.3,44.6,44.2,40.1,0
17,24.3,44.6,44.2,40.1,0
18,24.3,44.6,44.2,40.1,0
19,24.3,44.6,44.2,40.1,0
20,24.3,44.6,44.2,40.1,0
21,24.3,44.6,44.2,40.1,0
22,24.3,44.6,44.2,40.1,0
23,24.3,44.6,44.2,40.1,0
24,24.3,44.6,44.2,40.1,0
25,24.3,44.6,44.2,40.1,0
26,24.3,44.6,44.2,40.1,0
0,26.1,44.9,46.7,42.6,2
2,26.1,44.9,46.7,42.6,2
3,26.1,44.9,46.7,42.6,2
4,26.1,44.9,46.7,42.6,2
5,26.1,44.9,46.7,42.6,2
6,26.1,44.9,46.7,42.6,2
7,26.1,44.9,46.7,42.6,2
8,26.1,44.9,46.7,42.6,2
9,26.1,44.9,46.7,42.6,2
10,26.1,44.9,46.7,42.6,2
11,26.1,44.9,46.7,42.6,2
12,26.1,44.9,46.7,42.6,2
13,26.1,44.9,46.7,42.6,2
14,26.1,44.9,46.7,42.6,2
15,26.1,44.9,46.7,42.6,2
16,26.1,44.9,46.7,42.6,2
17,26.1,44.9,46.7,42.6,2
18,26.1,44.9,46.7,42.6,2
19,26.1,44.9,46.7,42.6,2
20,26.1,44.9,46.7,42.6,2
21,26.1,44.9,46.7,42.6,2
22,26.1,44.9,46.7,42.6,2
23,26.1,44.9,46.7,42.6,2
24,26.1,44.9,46.7,42.6,2
25,26.1,44.9,46.7,42.6,2
26,26.1,44.9,46.7,42.6,2
4,26.5,45.2,47,42.9,1
7,26.5,45.2,47,42.9,1
8,26.5,45.2,47,42.9,1
9,26.5,45.2,47,42.9,1
10,26.5,45.2,47,42.9,1
11,26.5,45.2,47,42.9,1
12,26.5,45.2,47,42.9,1
13,26.5,45.2,47,42.9,1
14,26.5,45.2,47,42.9,1
15,26.5,45.2,47,42.9,1
16,26.5,45.2,47,42.9,1
17,26.5,45.2,47,42.9,1
18,26.5,45.2,47,42.9,1
19,26.5,45.2,47,42.9,1
20,26.5,45.2,47,42.9,1
21,26.5,45.2,47,42.9,1
22,26.5,45.2,47,42.9,1
23,26.5,45.2,47,42.9,1
24,26.5,45.2,47,42.9,1
25,26.5,45.2,47,42.9,1
26,26.5,45.2,47,42.9,1
7,105,123,118,69.6,1
9,105,123,118,69.6,1
11,105,123,118,69.6,1
12,105,123,118,69.6,1
13,105,123,118,69.6,1
14,105,123,118,69.6,1
15,105,123,118,69.6,1
16,105,123,118,69.6,1
17,105,123,118,69.6,1
18,105,123,118,69.6,1
19,105,123,118,69.6,1
20,105,123,118,69.6,1
21,105,123,118,69.6,1
22,105,123,118,69.6,1
23,105,123,118,69.6,1
24,105,123,118,69.6,1
25,105,123,118,69.6,1
26,105,123,118,69.6,1
23,55.4,74.2,69.2,3.2,9
24,55.4,74.2,69.2,3.2,9
25,55.4,74.2,69.2,3.2,9
26,55.4,74.2,69.2,3.2,9
23,23.6,42.4,44.2,40.1,1
24,23.6,42.4,44.2,40.1,1
25,23.6,42.4,44.2,40.1,1
26,23.6,42.4,44.2,40.1,1
24,52.2,71,64.9,5.1,3
25,52.2,71,64.9,5.1,3
24,58.4,77.2,72.2,1.8,1
25,58.4,77.2,72.2,1.8,1
26,58.4,77.2,72.2,1.8,1
20,22.3,41.1,42.9,38.8,0
23,22.3,41.1,42.9,38.8,0
24,22.3,41.1,42.9,38.8,0
25,22.3,41.1,42.9,38.8,0
26,22.3,41.1,42.9,38.8,0
19,22.2,40.9,42.1,38,0
20,22.2,40.9,42.1,38,0
21,22.2,40.9,42.1,38,0
22,22.2,40.9,42.1,38,0
23,22.2,40.9,42.1,38,0
24,22.2,40.9,42.1,38,0
25,22.2,40.9,42.1,38,0
26,22.2,40.9,42.1,38,0
19,26.1,44.8,46.6,39.5,3
20,26.1,44.8,46.6,39.5,3
21,26.1,44.8,46.6,39.5,3
22,26.1,44.8,46.6,39.5,3
23,26.1,44.8,46.6,39.5,3
24,26.1,44.8,46.6,39.5,3
25,26.1,44.8,46.6,39.5,3
26,26.1,44.8,46.6,39.5,3
0,23.4,42.2,43.9,39.8,3
1,23.4,42.2,43.9,39.8,3
2,23.4,42.2,43.9,39.8,3
3,23.4,42.2,43.9,39.8,3
4,23.4,42.2,43.9,39.8,3
5,23.4,42.2,43.9,39.8,3
6,23.4,42.2,43.9,39.8,3
7,23.4,42.2,43.9,39.8,3
8,23.4,42.2,43.9,39.8,3
9,23.4,42.2,43.9,39.8,3
10,23.4,42.2,43.9,39.8,3
11,23.4,42.2,43.9,39.8,3
12,23.4,42.2,43.9,39.8,3
13,23.4,42.2,43.9,39.8,3
14,23.4,42.2,43.9,39.8,3
15,23.4,42.2,43.9,39.8,3
16,23.4,42.2,43.9,39.8,3
17,23.4,42.2,43.9,39.8,3
18,23.4,42.2,43.9,39.8,3
19,23.4,42.2,43.9,39.8,3
20,23.4,42.2,43.9,39.8,3
21,23.4,42.2,43.9,39.8,3
22,23.4,42.2,43.9,39.8,3
23,23.4,42.2,43.9,39.8,3
24,23.4,42.2,43.9,39.8,3
25,23.4,42.2,43.9,39.8,3
26,23.4,42.2,43.9,39.8,3
19,23.4,42.2,43.9,39.8,3
20,23.4,42.2,43.9,39.8,3
21,23.4,42.2,43.9,39.8,3
22,23.4,42.2,43.9,39.8,3
23,23.4,42.2,43.9,39.8,3
24,23.4,42.2,43.9,39.8,3
25,23.4,42.2,43.9,39.8,3
26,23.4,42.2,43.9,39.8,3
21,51.9,70.7,65.7,8.7,1
22,51.9,70.7,65.7,8.7,1
23,51.9,70.7,65.7,8.7,1
24,51.9,70.7,65.7,8.7,1
25,51.9,70.7,65.7,8.7,1
26,51.9,70.7,65.7,8.7,1
10,37.7,56.5,51.5,28.2,1
11,37.7,56.5,51.5,28.2,1
12,37.7,56.5,51.5,28.2,1
13,37.7,56.5,51.5,28.2,1
14,37.7,56.5,51.5,28.2,1
15,37.7,56.5,51.5,28.2,1
16,37.7,56.5,51.5,28.2,1
17,37.7,56.5,51.5,28.2,1
18,37.7,56.5,51.5,28.2,1
19,37.7,56.5,51.5,28.2,1
20,37.7,56.5,51.5,28.2,1
21,37.7,56.5,51.5,28.2,1
22,37.7,56.5,51.5,28.2,1
23,37.7,56.5,51.5,28.2,1
24,37.7,56.5,51.5,28.2,1
25,37.7,56.5,51.5,28.2,1
26,37.7,56.5,51.5,28.2,1
11,52.6,71.4,66.4,18.6,0
14,52.6,71.4,66.4,18.6,0
15,52.6,71.4,66.4,18.6,0
16,52.6,71.4,66.4,18.6,0
17,52.6,71.4,66.4,18.6,0
19,52.6,71.4,66.4,18.6,0
20,52.6,71.4,66.4,18.6,0
21,52.6,71.4,66.4,18.6,0
22,52.6,71.4,66.4,18.6,0
23,52.6,71.4,66.4,18.6,0
24,52.6,71.4,66.4,18.6,0
25,52.6,71.4,66.4,18.6,0
26,52.6,71.4,66.4,18.6,0
5,53.2,72,67,6.2,2
6,53.2,72,67,6.2,2
7,53.2,72,67,6.2,2
8,53.2,72,67,6.2,2
9,53.2,72,67,6.2,2
10,53.2,72,67,6.2,2
11,53.2,72,67,6.2,2
12,53.2,72,67,6.2,2
13,53.2,72,67,6.2,2
14,53.2,72,67,6.2,2
15,53.2,72,67,6.2,2
16,53.2,72,67,6.2,2
17,53.2,72,67,6.2,2
18,53.2,72,67,6.2,2
19,53.2,72,67,6.2,2
20,53.2,72,67,6.2,2
21,53.2,72,67,6.2,2
22,53.2,72,67,6.2,2
23,53.2,72,67,6.2,2
24,53.2,72,67,6.2,2
25,53.2,72,67,6.2,2
26,53.2,72,67,6.2,2
19,47.6,66.4,61.4,12.1,3
20,47.6,66.4,61.4,12.1,3
21,47.6,66.4,61.4,12.1,3
22,47.6,66.4,61.4,12.1,3
23,47.6,66.4,61.4,12.1,3
24,47.6,66.4,61.4,12.1,3
25,47.6,66.4,61.4,12.1,3
26,47.6,66.4,61.4,12.1,3
0,51.4,70.2,65.2,7.8,3
1,51.4,70.2,65.2,7.8,3
2,51.4,70.2,65.2,7.8,3
3,51.4,70.2,65.2,7.8,3
4,51.4,70.2,65.2,7.8,3
6,51.4,70.2,65.2,7.8,3
7,51.4,70.2,65.2,7.8,3
8,51.4,70.2,65.2,7.8,3
9,51.4,70.2,65.2,7.8,3
10,51.4,70.2,65.2,7.8,3
11,51.4,70.2,65.2,7.8,3
12,51.4,70.2,65.2,7.8,3
13,51.4,70.2,65.2,7.8,3
14,51.4,70.2,65.2,7.8,3
15,51.4,70.2,65.2,7.8,3
16,51.4,70.2,65.2,7.8,3
17,51.4,70.2,65.2,7.8,3
18,51.4,70.2,65.2,7.8,3
19,51.4,70.2,65.2,7.8,3
20,51.4,70.2,65.2,7.8,3
21,51.4,70.2,65.2,7.8,3
22,51.4,70.2,65.2,7.8,3
23,51.4,70.2,65.2,7.8,3
24,51.4,70.2,65.2,7.8,3
25,51.4,70.2,65.2,7.8,3
26,51.4,70.2,65.2,7.8,3
25,51.6,70.4,65.4,8.9,0
26,51.6,70.4,65.4,8.9,0
14,101,120,115,66.3,3
16,101,120,115,66.3,3
17,101,120,115,66.3,3
18,101,120,115,66.3,3
19,101,120,115,66.3,3
20,101,120,115,66.3,3
21,101,120,115,66.3,3
22,101,120,115,66.3,3
23,101,120,115,66.3,3
24,101,120,115,66.3,3
25,101,120,115,66.3,3
26,101,120,115,66.3,3
26,25.4,44.2,45.3,41.2,0
4,23.6,42.4,44.2,40.1,0
5,23.6,42.4,44.2,40.1,0
6,23.6,42.4,44.2,40.1,0
7,23.6,42.4,44.2,40.1,0
8,23.6,42.4,44.2,40.1,0
9,23.6,42.4,44.2,40.1,0
10,23.6,42.4,44.2,40.1,0
11,23.6,42.4,44.2,40.1,0
12,23.6,42.4,44.2,40.1,0
13,23.6,42.4,44.2,40.1,0
14,23.6,42.4,44.2,40.1,0
15,23.6,42.4,44.2,40.1,0
16,23.6,42.4,44.2,40.1,0
17,23.6,42.4,44.2,40.1,0
18,23.6,42.4,44.2,40.1,0
19,23.6,42.4,44.2,40.1,0
20,23.6,42.4,44.2,40.1,0
21,23.6,42.4,44.2,40.1,0
22,23.6,42.4,44.2,40.1,0
23,23.6,42.4,44.2,40.1,0
24,23.6,42.4,44.2,40.1,0
25,23.6,42.4,44.2,40.1,0
26,23.6,42.4,44.2,40.1,0
25,22.9,41.7,44.6,40.5,0
26,22.9,41.7,44.6,40.5,0
24,23.5,42.3,45,40.9,0
25,23.5,42.3,45,40.9,0
26,23.5,42.3,44.9,40.8,0
19,47.2,66,61,15.8,3
20,47.2,66,61,15.8,3
21,47.2,66,61,15.8,3
22,47.2,66,61,15.8,3
23,47.2,66,61,15.8,3
24,47.2,66,61,15.8,3
25,47.2,66,61,15.8,3
26,47.2,66,61,15.8,3
19,43.4,62.2,57.2,15.4,2
20,43.4,62.2,57.2,15.4,2
21,43.4,62.2,57.2,15.4,2
22,43.4,62.2,57.2,15.4,2
23,43.4,62.2,57.2,15.4,2
24,43.4,62.2,57.2,15.4,2
25,43.4,62.2,57.2,15.4,2
26,43.4,62.2,57.2,15.4,2
0,46.8,65.5,60.6,14.9,1
1,46.8,65.5,60.6,14.9,1
2,46.8,65.5,60.6,14.9,1
3,46.8,65.5,60.6,14.9,1
4,46.8,65.5,60.6,14.9,1
5,46.8,65.5,60.6,14.9,1
6,46.8,65.5,60.6,14.9,1
7,46.8,65.5,60.6,14.9,1
8,46.8,65.5,60.6,14.9,1
9,46.8,65.5,60.6,14.9,1
10,46.8,65.5,60.6,14.9,1
11,46.8,65.5,60.6,14.9,1
12,46.8,65.5,60.6,14.9,1
13,46.8,65.5,60.6,14.9,1
14,46.8,65.5,60.6,14.9,1
15,46.8,65.5,60.6,14.9,1
16,46.8,65.5,60.6,14.9,1
17,46.8,65.5,60.6,14.9,1
18,46.8,65.5,60.6,14.9,1
19,46.8,65.5,60.6,14.9,1
20,46.8,65.5,60.6,14.9,1
21,46.8,65.5,60.6,14.9,1
22,46.8,65.5,60.6,14.9,1
23,46.8,65.5,60.6,14.9,1
24,46.8,65.5,60.6,14.9,1
25,46.8,65.5,60.6,14.9,1
26,46.8,65.5,60.6,14.9,1
19,48.7,67.5,62.5,16.2,1
20,48.7,67.5,62.5,16.2,1
21,48.7,67.5,62.5,16.2,1
22,48.7,67.5,62.5,16.2,1
23,48.7,67.5,62.5,16.2,1
24,48.7,67.5,62.5,16.2,1
25,48.7,67.5,62.5,16.2,1
26,48.7,67.5,62.5,16.2,1
26,45.2,64,59.1,10.3,3
13,21.9,40.7,44,39.9,0
14,21.9,40.7,44,39.9,0
15,21.9,40.7,44,39.9,0
16,21.9,40.7,44,39.9,0
17,21.9,40.7,44,39.9,0
24,21.9,40.7,44,39.9,0
25,21.9,40.7,44,39.9,0
26,21.9,40.7,44,39.9,0
26,21.9,40.7,41.9,37.9,0
0,58.6,77.4,72.4,0,3
1,58.6,77.4,72.4,0,3
2,58.6,77.4,72.4,0,3
3,58.6,77.4,72.4,0,3
4,58.6,77.4,72.4,0,3
5,58.6,77.4,72.4,0,3
6,58.6,77.4,72.4,0,3
7,58.6,77.4,72.4,0,3
8,58.6,77.4,72.4,0,3
9,58.6,77.4,72.4,0,3
10,58.6,77.4,72.4,0,3
11,58.6,77.4,72.4,0,3
12,58.6,77.4,72.4,0,3
13,58.6,77.4,72.4,0,3
14,58.6,77.4,72.4,0,3
15,58.6,77.4,72.4,0,3
16,58.6,77.4,72.4,0,3
17,58.6,77.4,72.4,0,3
18,58.6,77.4,72.4,0,3
19,58.6,77.4,72.4,0,3
20,58.6,77.4,72.4,0,3
21,58.6,77.4,72.4,0,3
22,58.6,77.4,72.4,0,3
23,58.6,77.4,72.4,0,3
24,58.6,77.4,72.4,0,3
25,58.6,77.4,72.4,0,3
26,58.6,77.4,72.4,0,3
19,56.4,75.2,70.2,3,2
20,56.4,75.2,70.2,3,2
21,56.4,75.2,70.2,3,2
22,56.4,75.2,70.2,3,2
23,56.4,75.2,70.2,3,2
24,56.4,75.2,70.2,3,2
25,56.4,75.2,70.2,3,2
26,56.4,75.2,70.2,3,2
12,61.8,80.6,75.6,2.5,3
14,61.8,80.6,75.6,2.5,3
17,61.8,80.6,75.6,2.5,3
18,61.8,80.6,75.6,2.5,3
19,61.8,80.6,75.6,2.5,3
20,61.8,80.6,75.6,2.5,3
21,61.8,80.6,75.6,2.5,3
22,61.8,80.6,75.6,2.5,3
23,61.8,80.6,75.6,2.5,3
24,61.8,80.6,75.6,2.5,3
25,61.8,80.6,75.6,2.5,3
26,61.8,80.6,75.6,2.5,3
25,57.8,76.5,71.6,1.3,0
26,57.8,76.5,71.6,1.3,0
